[SAMPLE PARAMETERS]
Time/Date of Scan,          27-Feb-2018   13:53:25
Study ID,                   WQA
Sample ID,                  TW-1-146-45
File Name,                  TW-1-146-45
Species,                    PIPO
Operator,                   DV
Description,                
First Ring Year,               2017
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             89
Step Size,                        1
Sample Length,               150.00
Measured Length,             142.45
Sample Thickness,              2.27
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              381.40
Actual Density,              381.30
Early Wood Maximum Density,  424.97
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  208.27
Pos of EW Min Density,       129.97
Late Wood Maximum Density,   832.11
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.20
Pos of LW Min Density,        60.32
Avg % Late Wood in Sample,    21.94
Zero voltage,                  0.0537
Free air voltage,              7.5150
Mass Absorption Coefficient,   3.076170
Number of scanned data points,  15000
Number of used data points,     13955
[SAMPLE DATA]
    0,   2.480, 764.08, 89,L, 4.4077
    1,   2.490, 750.86, 89,L, 4.4485
    2,   2.500, 708.37, 89,L, 4.5825
    3,   2.510, 678.82, 89,L, 4.6780
    4,   2.520, 659.52, 88,L, 4.7415
    5,   2.530, 688.76, 88,L, 4.6457
    6,   2.540, 687.82, 88,L, 4.6487
    7,   2.550, 687.63, 88,L, 4.6494
    8,   2.560, 699.15, 88,L, 4.6121
    9,   2.570, 685.57, 88,L, 4.6561
   10,   2.580, 658.05, 88,L, 4.7464
   11,   2.590, 627.98, 88,L, 4.8471
   12,   2.600, 588.50, 88,L, 4.9826
   13,   2.610, 533.60, 88,L, 5.1773
   14,   2.620, 515.07, 88,L, 5.2448
   15,   2.630, 505.27, 88,L, 5.2808
   16,   2.640, 475.78, 88,L, 5.3906
   17,   2.650, 447.05, 88,L, 5.4999
   18,   2.660, 441.34, 88,L, 5.5219
   19,   2.670, 410.49, 88,E, 5.6421
   20,   2.680, 422.86, 88,E, 5.5936
   21,   2.690, 412.89, 88,E, 5.6326
   22,   2.700, 399.76, 88,E, 5.6845
   23,   2.710, 397.92, 88,E, 5.6918
   24,   2.720, 392.55, 88,E, 5.7132
   25,   2.730, 404.69, 88,E, 5.6650
   26,   2.740, 418.18, 88,E, 5.6119
   27,   2.750, 389.80, 88,E, 5.7242
   28,   2.760, 369.56, 88,E, 5.8057
   29,   2.770, 374.69, 88,E, 5.7849
   30,   2.780, 359.21, 88,E, 5.8478
   31,   2.790, 341.90, 88,E, 5.9189
   32,   2.800, 339.17, 88,E, 5.9302
   33,   2.810, 347.52, 88,E, 5.8957
