[SAMPLE PARAMETERS]
Time/Date of Scan,          28-Mar-2018   08:19:07
Study ID,                   TW
Sample ID,                  TW-18-117-7
File Name,                  TW-18-117-7
Species,                    PIPO
Operator,                   DV
Description,                North
First Ring Year,               2017
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             27
Step Size,                        1
Sample Length,               110.00
Measured Length,              95.43
Sample Thickness,              2.29
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              425.30
Actual Density,              424.35
Early Wood Maximum Density,  424.94
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  261.48
Pos of EW Min Density,        35.80
Late Wood Maximum Density,   803.29
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.02
Pos of LW Min Density,        16.72
Avg % Late Wood in Sample,    33.79
Zero voltage,                  0.0598
Free air voltage,              7.1716
Mass Absorption Coefficient,   2.960358
Number of scanned data points,  10327
Number of used data points,      9180
[SAMPLE DATA]
    0,   3.200, 298.53, 27,E, 5.8551
    1,   3.210, 322.81, 27,E, 5.7593
    2,   3.220, 311.94, 27,E, 5.8020
    3,   3.230, 292.63, 27,E, 5.8786
    4,   3.240, 325.70, 27,E, 5.7480
    5,   3.250, 306.60, 27,E, 5.8231
    6,   3.260, 324.14, 27,E, 5.7541
    7,   3.270, 301.37, 27,E, 5.8438
    8,   3.280, 298.99, 27,E, 5.8533
    9,   3.290, 331.65, 27,E, 5.7248
   10,   3.300, 293.55, 27,E, 5.8749
   11,   3.310, 322.89, 27,E, 5.7590
   12,   3.320, 304.91, 27,E, 5.8298
   13,   3.330, 324.22, 27,E, 5.7538
   14,   3.340, 310.85, 27,E, 5.8063
   15,   3.350, 316.59, 27,E, 5.7837
   16,   3.360, 313.41, 27,E, 5.7962
   17,   3.370, 316.82, 27,E, 5.7828
   18,   3.380, 322.19, 27,E, 5.7617
   19,   3.390, 306.30, 27,E, 5.8243
   20,   3.400, 319.70, 27,E, 5.7715
   21,   3.410, 319.23, 27,E, 5.7733
   22,   3.420, 328.75, 27,E, 5.7361
   23,   3.430, 315.81, 27,E, 5.7867
   24,   3.440, 312.71, 27,E, 5.7990
   25,   3.450, 325.08, 27,E, 5.7504
   26,   3.460, 320.94, 27,E, 5.7666
   27,   3.470, 302.29, 27,E, 5.8401
   28,   3.480, 292.33, 27,E, 5.8798
   29,   3.490, 321.41, 27,E, 5.7648
   30,   3.500, 312.09, 27,E, 5.8014
   31,   3.510, 321.26, 27,E, 5.7654
   32,   3.520, 316.98, 27,E, 5.7822
   33,   3.530, 291.10, 27,E, 5.8847
   34,   3.540, 320.01, 27,E, 5.7703
   35,   3.550, 323.67, 27,E, 5.7559
   36,   3.560, 309.07, 27,E, 5.8133
   37,   3.570, 313.33, 27,E, 5.7965
   38,   3.580, 310.62, 27,E, 5.8072
   39,   3.590, 309.85, 27,E, 5.8102
   40,   3.600, 314.18, 27,E, 5.7932
   41,   3.610, 312.63, 27,E, 5.7993
   42,   3.620, 313.56, 27,E, 5.7956
   43,   3.630, 311.24, 27,E, 5.8047
   44,   3.640, 302.75, 27,E, 5.8383
   45,   3.650, 330.32, 27,E, 5.7300
   46,   3.660, 299.75, 27,E, 5.8502
   47,   3.670, 297.30, 27,E, 5.8600
   48,   3.680, 318.30, 27,E, 5.7770
   49,   3.690, 326.09, 27,E, 5.7465
   50,   3.700, 318.38, 27,E, 5.7767
   51,   3.710, 326.88, 27,E, 5.7434
   52,   3.720, 309.07, 27,E, 5.8133
   53,   3.730, 348.62, 27,E, 5.6592
   54,   3.740, 335.82, 27,E, 5.7086
   55,   3.750, 306.84, 27,E, 5.8221
   56,   3.760, 321.10, 27,E, 5.7660
   57,   3.770, 328.91, 27,E, 5.7355
   58,   3.780, 315.58, 27,E, 5.7877
   59,   3.790, 307.84, 27,E, 5.8182
   60,   3.800, 323.91, 27,E, 5.7550
   61,   3.810, 315.89, 27,E, 5.7864
   62,   3.820, 330.01, 27,E, 5.7312
   63,   3.830, 294.77, 27,E, 5.8701
   64,   3.840, 311.63, 27,E, 5.8032
   65,   3.850, 319.78, 27,E, 5.7712
   66,   3.860, 306.84, 27,E, 5.8221
   67,   3.870, 312.94, 27,E, 5.7980
   68,   3.880, 332.28, 27,E, 5.7224
   69,   3.890, 334.01, 27,E, 5.7156
   70,   3.900, 322.04, 27,E, 5.7623
   71,   3.910, 297.15, 27,E, 5.8606
   72,   3.920, 316.59, 27,E, 5.7837
   73,   3.930, 324.45, 27,E, 5.7529
   74,   3.940, 322.35, 27,E, 5.7611
   75,   3.950, 327.35, 27,E, 5.7416
   76,   3.960, 338.65, 27,E, 5.6976
   77,   3.970, 309.07, 27,E, 5.8133
   78,   3.980, 337.79, 27,E, 5.7010
   79,   3.990, 356.58, 27,E, 5.6287
   80,   4.000, 324.06, 27,E, 5.7544
   81,   4.010, 307.61, 27,E, 5.8191
   82,   4.020, 335.27, 27,E, 5.7108
   83,   4.030, 329.38, 27,E, 5.7336
   84,   4.040, 326.41, 27,E, 5.7452
